"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"erb-b2 receptor tyrosine kinase 2","2019",,"ERBB2","P04626","ENSG00000141736",,"",,,,,"","Human","7944","tesevatinib","Synthetic organic",,,,"249565627","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.800000190734863","","IC50","","16.0","","=","","","","17575237"
"erb-b2 receptor tyrosine kinase 2","2019",,"ERBB2","P04626","ENSG00000141736",,"",,,,,"","Human","9922","tucatinib","Synthetic organic",,,,"363894216","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","8.15999984741211","","IC50","","6.900000095367432","","=","Inhibition of enzyme activity in a biochemical assay.","","","32241871"
"erb-b2 receptor tyrosine kinase 2","2019",,"ERBB2","P04626","ENSG00000141736",,"",,,,,"","Human","11676","tuxobertinib","Synthetic organic",,,,"442878702","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","8.300000190734863","","8.0","IC50","10.0","","5.0","=","Inhibition of WT HER2 kinase activity","","",
"erb-b2 receptor tyrosine kinase 2","2019",,"ERBB2","P04626","ENSG00000141736",,"",,,,,"","Human","12387","zongertinib","Synthetic organic",,,,"479821178","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.889999866485596","","IC50","","13.0","","=","Inhibition of phosphorylation of HER2 YMVA mutation","","",
"erb-b2 receptor tyrosine kinase 2","2019",,"ERBB2","P04626","ENSG00000141736",,"",,,,,"","Human","9662","pyrotinib","Synthetic organic",,,,"348353621","true","Inhibitor","Irreversible inhibition","","Not Determined","false","false","","pIC50","","7.420000076293945","","IC50","","38.0","","=","","","","28115222"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","13649","zenocutuzumab","Antibody",,,,"","true","Antibody","Antagonist","","Not Determined","false","false","","pEC50","","10.460000038146973","","EC50","","0.03500000014901161","","=","Inhibition of NRG1-driven growth of N87 carcinoma cells","","","29763625"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","8715","elgemtumab","Antibody",,,,"252827373","false","Antibody","Binding","","Selective","false","true","","pKd","11.399999618530273","","10.59000015258789","Kd","0.026000000536441803","","0.004000000189989805","=","","","",
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","8930","istiratumab","Antibody",,,,"310264711","false","Antibody","Binding","","Selective","false","true","","pKd","","9.0","","Kd","","1.0","","<","","","","24282274"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","8931","MM-111","Antibody",,,,"310264712","false","Antibody","Binding","","Selective","false","true","","pKd","","7.809999942779541","","Kd","","15.609999656677246","","=","","","","22248472"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","8297","seribantumab","Antibody",,,,"252166509","false","Antibody","Binding","","Selective","false","true","","pKd","","9.109999656677246","","Kd","","0.7689999938011169","","=","","","","19567914"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","9242","TX2-121-1","Synthetic organic",,,,"315661317","false","Inhibitor","Binding","","Selective","false","true","","pIC50","","7.309999942779541","","IC50","","49.0","","=","","","","26094118"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","7717","sapitinib","Synthetic organic",,,,"223366050","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","24900741"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","9241","TX1-85-1","Synthetic organic",,,,"315661316","false","None","Binding","","Selective","false","true","","pIC50","","7.639999866485596","","IC50","","23.0","","=","","","","26094118"
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","5027","neuregulin-1","Peptide",,"NRG1","Human","178101724","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 3","1798",,"ERBB3","P21860","ENSG00000065361",,"",,,,,"","Human","5029","neuregulin-2","Peptide",,"NRG2","Human","178101725","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","8912","acalabrutinib","Synthetic organic",,,,"310264693","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.800000190734863","","IC50","","16.0","","=","","","","26641137"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","7643","AEE788","Synthetic organic",,,,"223365978","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.590000152587891","","IC50","","26.0","","=","","","","15256466"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","9912","allitinib","Synthetic organic",,,,"363894206","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.100000381469727","","IC50","","0.800000011920929","","=","","","","21789172"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","7647","BMS-599626","Synthetic organic",,,,"223365982","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.71999979019165","","IC50","","190.0","","=","","","","19821562"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","8145","compound 38 [PMID: 24915291]","Synthetic organic",,,,"249565825","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.479999542236328","","IC50","","3.299999952316284","","=","","","","24915291"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","9761","compound 9 [PMID: 26006010]","Synthetic organic",,,,"354702234","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.190000057220459","","IC50","","65.0","","=","","","","26006010"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","7422","dacomitinib","Synthetic organic",,,,"178103994","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.130000114440918","","IC50","","74.0","","=","","","","22621397"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","5965","EGFR/ErbB-2/ErbB-4 inhibitor","Synthetic organic",,,,"178102588","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.300000190734863","","IC50","","0.5","","=","","","","16480284"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","6912","ibrutinib","Synthetic organic",,,,"178103494","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.470000267028809","","IC50","","3.4000000953674316","","=","","","","26641137"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","12612","pirotinib","Synthetic organic",,,,"479821402","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.720000267028809","","IC50","","1.899999976158142","","=","","","",
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","7903","poziotinib","Synthetic organic",,,,"249565586","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.630000114440918","","IC50","","23.5","","=","","","","21306821"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","9922","tucatinib","Synthetic organic",,,,"363894216","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.510000228881836","","IC50","","310.0","","=","Inhibition of enzyme activity in a biochemical assay.","","","32241871"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","9176","WZ4002","Synthetic organic",,,,"315661259","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.550000190734863","","Kd","","28.0","","=","","","","20033049"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","9929","xiliertinib","Synthetic organic",,,,"363894223","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.150000095367432","","IC50","","705.0","","=","","","","28881608"
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","4873","betacellulin","Peptide",,"BTC","Human","178101574","false","None","None","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","4918","epiregulin","Peptide",,"EREG","Human","178101617","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","4948","HB-EGF","Peptide",,"HBEGF","Human","178101646","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","5027","neuregulin-1","Peptide",,"NRG1","Human","178101724","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","5029","neuregulin-2","Peptide",,"NRG2","Human","178101725","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","5030","neuregulin-3","Peptide",,"NRG3","Human","178101726","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"erb-b2 receptor tyrosine kinase 4","1799",,"ERBB4","Q15303","ENSG00000178568",,"",,,,,"","Human","5031","neuregulin-4","Peptide",,"NRG4","Human","178101727","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"Eythropoietin receptor","1718",,"EPOR","P19235","ENSG00000187266",,"",,,,,"","Human","9677","cibinetide","Peptide",,,,"348353636","false","Agonist","Agonist","","Selective","false","true","","-","","","","-","","","","=","","","",
"Eythropoietin receptor","1718",,"EPOR","P19235","ENSG00000187266",,"",,,,,"","Human","4921","erythropoietin","Peptide",,"EPO","Human","178101620","true","Agonist","Agonist","","Selective","true","false","","pIC50","","11.149999618530273","","IC50","","0.007000000216066837","","=","Assay performed using recombinant human EPO","","","16982323"
"Eythropoietin receptor","1718",,"EPOR","P19235","ENSG00000187266",,"",,,,,"","Human","7447","peginesatide","Peptide",,,,"178104019","true","Agonist","Agonist","","Not Determined","false","true","","pIC50","","10.430000305175781","","IC50","","0.03700000047683716","","=","","","","16982323"
"Fas","1875",,"FAS","P25445","ENSG00000026103",,"",,,,,"","Human","5078","Fas ligand","Peptide",,"FASLG","Human","178101771","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"Fc fragment of IgE receptor Ia","2933",,"FCER1A","P12319","ENSG00000179639",,"",,,,,"","Human","9557","IgE heavy chain","Peptide",,,,"336446943","false","Agonist","Binding","","Selective","false","true","","pKd","","10.0","","Kd","","0.10000000149011612","","=","","","",
"Fc fragment of IgE receptor II","2935",,"FCER2","P06734","ENSG00000104921",,"",,,,,"","Human","9557","IgE heavy chain","Peptide",,,,"336446943","false","Agonist","Binding","","Selective","false","true","","pKd","","7.0","","Kd","","100.0","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8862","BLU-9931","Synthetic organic",,,,"252827519","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.230000019073486","","IC50","","591.0","","=","","","","25776529"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5671","brivanib","Synthetic organic",,,,"178102299","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.829999923706055","","IC50","","148.0","","=","","","","16570908"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5671","brivanib","Synthetic organic",,,,"178102299","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.300000190734863","","Kd","","5.0","","=","","","","22037378"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9601","catequentinib","Synthetic organic",,,,"340590231","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.699999809265137","","IC50","","20.0","","=","<i>in vitro</i> activity","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8189","CEP-11981","Synthetic organic",,,,"249565869","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.889999866485596","","IC50","","13.0","","=","","","","22148921"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","12313","compound 29 [PMID: 36356320]","Synthetic organic",,,,"479821104","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.679999828338623","","IC50","","21.0","","=","","","","36356320"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8138","compound 2c [PMID: 24900538]","Synthetic organic",,,,"249565818","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.0600004196167","","IC50","","8.699999809265137","","=","","","","24900538"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","12485","compound 7 [Nguyen <i>et al.</i>, 2023]","Synthetic organic",,,,"479821275","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.050000190734863","","IC50","","89.0","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8639","compound 7r [PMID: 26080733]","Synthetic organic",,,,"252166839","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.539999961853027","","IC50","","2.9000000953674316","","=","","","","26080733"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8175","compound 8h [PMID: 22765894]","Synthetic organic",,,,"249565855","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.239999771118164","","IC50","","5.699999809265137","","=","","","","22765894"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","22765894"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.210000038146973","","IC50","","6.199999809265137","","=","","","","21613405"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","13809","dabogratinib","Synthetic organic",,,,"","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.559999942779541","","IC50","","278.0","","=","","","","39258897"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9785","derazantinib","Synthetic organic",,,,"354702258","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.350000381469727","","IC50","","4.5","","=","","","","27627808"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","8.100000381469727","","7.960000038146973","IC50","11.0","","8.0","=","","","","19113866|15598814"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9039","erdafitinib","Synthetic organic",,,,"315661124","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.9399995803833","","IC50","","1.1399999856948853","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","13494","fanregratinib","Synthetic organic",,,,"500839904","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","7707","fexagratinib","Synthetic organic",,,,"223366040","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","9.149999618530273","","8.300000190734863","IC50","5.0","","0.699999988079071","<","","","","26080733"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9786","futibatinib","Synthetic organic",,,,"354702259","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.4399995803833","","IC50","","3.5999999046325684","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","7877","infigratinib","Synthetic organic",,,,"223366206","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.050000190734863","","IC50","","0.8999999761581421","","=","","","","21936542"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","7649","lucitanib","Synthetic organic",,,,"223365984","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.149999618530273","","IC50","","7.0","","=","","","","22304225"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8104","LY2874455","Synthetic organic",,,,"249565784","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.550000190734863","","IC50","","2.799999952316284","","=","","","","21900693"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.190000057220459","","IC50","","65.0","","=","","","","20145145"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.159999847412109","","IC50","","69.0","","=","","","","18559524"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","7816","orantinib","Synthetic organic",,,,"223366147","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.739999771118164","","IC50","","1810.0","","=","","","","19110422"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5698","pazopanib","Synthetic organic",,,,"178102325","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.130000114440918","","IC50","","74.0","","=","","","","18620382"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","8183","PD166285","Synthetic organic",,,,"249565863","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.409999847412109","","Ki","","39.29999923706055","","=","","","","9400019"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9767","pemigatinib","Synthetic organic",,,,"354702240","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.0","","IC50","","100.0","","<","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9917","pexmetinib","Synthetic organic",,,,"363894211","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.550000190734863","","IC50","","28.0","","=","","","","27287719"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9788","PRN1371","Synthetic organic",,,,"354702261","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.220000267028809","","IC50","","0.6000000238418579","","=","In a kinase selectivity profiling assay.","","","28665128"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9788","PRN1371","Synthetic organic",,,,"354702261","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.819999694824219","","IC50","","1.5","","=","","","","28665128"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9789","rogaratinib","Synthetic organic",,,,"354702262","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.909999847412109","","Ki","","12.199999809265137","","=","At a high ATP level.","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","13218","segigratinib","Synthetic organic",,,,"491300000","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.300000190734863","","IC50","","0.5","","=","","","","31438996"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.239999771118164","","IC50","","580.0","","=","","","","21613405"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.239999771118164","","IC50","","580.0","","=","","","","15466206"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","6043","SU11652","Synthetic organic",,,,"178102665","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.769999980926514","","IC50","","170.0","","=","","","","12646019"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5712","SU-14813","Synthetic organic",,,,"178102338","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.460000038146973","","IC50","","3500.0","","=","","","","16891463"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","11743","SU5402","Synthetic organic",,,,"458923778","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.519999980926514","","IC50","","30.0","","=","","","","10602697"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","5713","sunitinib","Synthetic organic",,,,"178102339","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.079999923706055","","Ki","","830.0","","=","","","","12538485"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9769","surufatinib","Synthetic organic",,,,"354702242","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.28000020980835","","IC50","","53.0","","=","Using a Transcreener FP technology assay.","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","11414","tasurgratinib","Synthetic organic",,,,"440816783","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.239999771118164","","IC50","","5.800000190734863","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","11887","tinengotinib","Synthetic organic",,,,"461663443","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.640000343322754","","IC50","","2.299999952316284","","=","","","",
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","11619","toceranib","Synthetic organic",,,,"442878653","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.300000190734863","","Ki","","500.0","","=","","","","12091352"
"fibroblast growth factor receptor 1","1808",,"FGFR1","P11362","ENSG00000077782",,"",,,,,"","Human","9787","zoligratinib","Synthetic organic",,,,"354702260","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.039999961853027","","IC50","","9.199999809265137","","=","","","","25169980"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","6954","palifermin","Peptide",,,,"178103536","true","Agonist","Agonist","","Not Determined","false","true","","-","","","","-","","","","=","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","11622","alofanib","Synthetic organic",,,,"442878656","false","Allosteric modulator","Inhibition","","Not Determined","false","false","","pIC50","","8.0","","IC50","","10.0","","<","Inhibition of FGF2-induced phoshphorylation of FRS2&alpha; in KATO III cells.","","","27136102"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","11278","bemarituzumab","Antibody",,,,"434321713","false","Antibody","Binding","","Not Determined","false","false","","pKd","","9.239999771118164","","Kd","","0.5799999833106995","","=","Binding affinity to FGFR2a ECD by SPR.","","","32965540"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","8862","BLU-9931","Synthetic organic",,,,"252827519","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.309999942779541","","IC50","","493.0","","=","","","","25776529"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","12313","compound 29 [PMID: 36356320]","Synthetic organic",,,,"479821104","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","9.0","","IC50","","1.0","","=","","","","36356320"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","12485","compound 7 [Nguyen <i>et al.</i>, 2023]","Synthetic organic",,,,"479821275","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.279999732971191","","IC50","","5.199999809265137","","=","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","13809","dabogratinib","Synthetic organic",,,,"","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.800000190734863","","IC50","","157.0","","=","","","","39258897"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9785","derazantinib","Synthetic organic",,,,"354702258","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.739999771118164","","IC50","","1.7999999523162842","","=","","","","27627808"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9039","erdafitinib","Synthetic organic",,,,"315661124","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.640000343322754","","IC50","","2.2899999618530273","","=","","","",
